180000,0.4834,29.6414
180000,0.4528,29.3088
180000,0.4523,27.2276
180000,0.4636,25.6175
360000,1.0379,26.3693
360000,0.9422,27.0898
360000,1.0239,27.8619
360000,1.0048,27.024
540000,1.7989,27.563
540000,1.5166,26.5138
540000,1.424,27.2958
540000,1.4734,26.291
720000,2.1011,27.0309
720000,2.2617,37.6135
720000,2.1484,30.487
720000,2.0685,27.6838
900000,2.8599,26.0374
900000,2.7821,25.5742
900000,2.6237,26.6125
900000,2.6852,26.629
1080000,3.2117,26.5347
1080000,3.5314,27.0672
1080000,3.1673,25.9326
1080000,3.3072,27.7379
1260000,3.9315,29.4495
1260000,3.738,25.7467
1260000,3.745,25.3427
1260000,3.9576,27.4122
1440000,7.9297,26.6546
1440000,4.705,26.3119
1440000,4.267,25.6804
1440000,4.4906,26.3903
1620000,4.6909,25.1328
1620000,5.0149,26.8872
1620000,4.5509,25.6308
1620000,4.7719,26.7126
1800000,5.2944,34.6665
1800000,5.3087,26.5595
1800000,5.1353,31.8677
1800000,5.1864,26.4415
1980000,5.8912,27.7207
1980000,6.1926,25.8682
1980000,7.867,28.1845
1980000,5.8159,25.4201
2160000,6.6007,30.4434
2160000,6.3556,26.6895
2160000,6.1785,29.6866
2160000,6.3615,25.522
2340000,6.5534,25.3699
2340000,7.1681,27.1429
2340000,6.8306,26.4721
2340000,7.1915,27.3537
2520000,7.5711,26.8624
2520000,7.749,28.3684
2520000,25.4102,27.0831
2520000,9.0186,26.1444
2700000,7.7265,26.6698
2700000,7.779,27.0332
2700000,7.8318,27.2608
2700000,7.6807,26.3992
2880000,8.2726,25.4149
2880000,9.6286,27.0971
2880000,8.7209,34.027
2880000,8.4136,26.1824
3060000,9.1665,30.9504
3060000,11.815,28.1383
3060000,9.16561,25.8505
3060000,8.9553,26.5431
3240000,9.87081,25.2532
3240000,9.54551,25.8738
3240000,9.68561,26.3251
3240000,11.3891,27.9877
3420000,11.9772,27.3498
3420000,9.90821,25.4574
3420000,10.3325,26.6863
3420000,10.3438,26.7652
3600000,12.0456,25.8103
3600000,12.1965,28.2913
3600000,11.1587,35.6896
3600000,10.3484,27.3376
3780000,12.3046,27.2738
3780000,11.0033,26.2981
3780000,11.2874,26.363
3780000,11.3637,25.7849
3960000,11.5673,26.6305
3960000,15.8193,25.9259
3960000,11.6506,25.4272
3960000,12.0029,25.4566
4140000,12.5307,25.3137
4140000,12.9732,27.2624
4140000,13.3557,25.7736
4140000,13.0058,25.4847
4320000,13.3503,25.4196
4320000,13.1421,25.7323
4320000,13.0281,26.5119
4320000,12.5012,27.3607
4500000,17.0067,27.3607
4500000,13.7955,26.1275
4500000,13.343,26.5992
4500000,12.9311,27.8466
4680000,13.5346,30.9925
4680000,13.6104,25.5222
4680000,14.051,26.164
4680000,13.5624,26.4495
4860000,14.2231,26.529
4860000,14.0378,25.4144
4860000,14.8406,28.5956
4860000,14.6392,26.049
5040000,14.7406,26.9101
5040000,14.845,26.4992
5040000,15.0796,25.5237
5040000,17.219,29.0898
5220000,18.4428,27.6806
5220000,17.0695,27.6606
5220000,15.9249,25.2588
5220000,15.6422,28.519
5400000,16.0628,26.2896
5400000,15.9536,26.4712
5400000,16.3347,26.4026
5400000,17.3514,26.0301
5580000,16.8093,30.4858
5580000,17.5647,25.5996
5580000,16.7963,26.6667
5580000,19.3185,29.2054
5760000,16.7054,26.3203
5760000,18.445,27.1791
5760000,18.4308,25.3729
5760000,17.8453,25.2987
5940000,17.654,26.1729
5940000,19.8213,27.7218
5940000,17.1993,26.221
5940000,18.6549,26.5636
6120000,17.5326,26.4729
6120000,36.328,28.5418
6120000,18.115,26.6096
6120000,17.8319,27.3258
6300000,18.9423,27.3223
6300000,19.5541,29.6798
6300000,20.9167,27.7689
6300000,18.0858,26.006
6480000,19.722,29.543
6480000,19.4719,26.9482
6480000,19.3193,26.5175
6480000,20.2175,25.5747
6660000,20.172,25.9442
6660000,36.334,33.4227
6660000,20.7805,26.7607
6660000,20.3319,26.3862
6840000,20.1723,26.7243
6840000,20.7787,28.7906
6840000,20.2591,27.03
6840000,20.825,27.3212
7020000,20.7691,26.8416
7020000,21.4086,27.1489
7020000,21.7748,25.7499
7020000,21.0276,25.8372
7200000,24.6631,27.2356
7200000,22.0803,26.1554
7200000,22.86,32.618
7200000,22.0184,34.5465
7380000,22.908,34.5249
7380000,22.2007,30.9201
7380000,22.6691,26.7155
7380000,23.6685,27.1569
7560000,22.4524,25.8091
7560000,21.5907,27.0362
7560000,22.4264,27.033
7560000,22.7692,27.5833
7740000,23.5031,27.9502
7740000,22.4039,25.3827
7740000,28.6149,29.5099
7740000,22.4128,29.2002
7920000,22.8206,26.8961
7920000,23.9657,27.5599
7920000,23.4321,25.5257
7920000,23.8322,25.3222
8100000,24.0913,26.835
8100000,23.634,25.9906
8100000,25.0443,29.2035
8100000,28.8503,27.997
8280000,26.7754,28.2597
8280000,24.5768,27.4143
8280000,27.92,33.0364
8280000,25.879,28.5476
8460000,26.5772,27.3382
8460000,28.029,27.0282
8460000,26.4505,27.7477
8460000,26.8065,29.9755
8640000,26.876,28.5864
8640000,25.3733,28.0348
8640000,33.2983,41.4441
8640000,25.7931,27.0036
8820000,26.5697,26.2521
8820000,26.7957,25.9272
8820000,25.9415,26.7837
8820000,28.0304,26.9372
9000000,27.1602,25.5712
9000000,35.7342,54.7667
9000000,27.2151,25.7453
9000000,28.3474,25.7802
